"","res_name"
"15126","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15127","NAG_NDG_A2G_NGA_MAG"
"15128","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15129","HEM"
"15130","TPO"
"15131","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15132","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15133","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15134","ZN"
"15135","EPE"
"15136","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15137","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15138","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15139","TPO"
"15140","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15141","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15142","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15143","NAG_NDG_A2G_NGA_MAG"
"15144","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15145","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15146","NAG_NDG_A2G_NGA_MAG"
"15147","MG"
"15148","CA"
"15149","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15150","MAL_LAT_CBI_LBT"
"15151","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15152","MG"
"15153","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15154","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15155","B12"
"15156","SF4_F3S"
"15157","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15158","H4B_HBI"
"15159","NAG_NDG_A2G_NGA_MAG"
"15160","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15161","FAD_FDA"
"15162","SF4_F3S"
"15163","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15164","CA"
"15165","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15166","CA"
"15167","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15168","CA"
"15169","SRM"
"15170","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15171","FAD_FDA"
"15172","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15173","NAG_NDG_A2G_NGA_MAG"
"15174","MG"
"15175","CIT_FLC_NCD"
"15176","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15177","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15178","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15179","NAG_NDG_A2G_NGA_MAG"
"15180","HEM"
"15181","HEM"
"15182","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15183","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15184","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15185","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15186","NAG_NDG_A2G_NGA_MAG"
"15187","CA"
"15188","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15189","MAL_LAT_CBI_LBT"
"15190","B12"
"15191","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15192","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15193","NAG_NDG_A2G_NGA_MAG"
"15194","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15195","EDO_BME_ETA"
"15196","HEC_COH"
"15197","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15198","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15199","NAG_NDG_A2G_NGA_MAG"
"15200","NAG_NDG_A2G_NGA_MAG"
"15201","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15202","FAD_FDA"
"15203","CA"
"15204","NAG_NDG_A2G_NGA_MAG"
"15205","MG"
"15206","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15207","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15208","NAD_NAP"
"15209","CIT_FLC_NCD"
"15210","HEM"
"15211","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15212","NAG_NDG_A2G_NGA_MAG"
"15213","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15214","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15215","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15216","DHE"
"15217","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15218","CRO"
"15219","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15220","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15221","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15222","CIT_FLC_NCD"
"15223","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15224","NAG_NDG_A2G_NGA_MAG"
"15225","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15226","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15227","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15228","FMN_RBF"
"15229","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15230","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15231","FE"
"15232","FAD_FDA"
"15233","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15234","FAD_FDA"
"15235","FMN_RBF"
"15236","PLP_PMP_PLR"
"15237","FMN_RBF"
"15238","PLP_PMP_PLR"
"15239","NAD_NAP"
"15240","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15241","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15242","NAG_NDG_A2G_NGA_MAG"
"15243","NAG_NDG_A2G_NGA_MAG"
"15244","PCA"
"15245","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15246","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15247","HEM"
"15248","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15249","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15250","NAG_NDG_A2G_NGA_MAG"
"15251","NAG_NDG_A2G_NGA_MAG"
"15252","NAG_NDG_A2G_NGA_MAG"
"15253","NAG_NDG_A2G_NGA_MAG"
"15254","HEM"
"15255","NAG_NDG_A2G_NGA_MAG"
"15256","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15257","FAD_FDA"
"15258","FAD_FDA"
"15259","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15260","HEM"
"15261","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15262","ZN"
"15263","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15264","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15265","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15266","NAG_NDG_A2G_NGA_MAG"
"15267","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15268","FAD_FDA"
"15269","HEM"
"15270","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15271","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15272","MG"
"15273","NAG_NDG_A2G_NGA_MAG"
"15274","BCL_BPH_BPB_PHO"
"15275","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15276","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15277","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15278","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"15279","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15280","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15281","MG"
"15282","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15283","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"15284","NAG_NDG_A2G_NGA_MAG"
"15285","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15286","CIT_FLC_NCD"
"15287","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15288","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15289","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15290","ZN"
"15291","CA"
"15292","LMT_DMU_MA4_UMQ_LMU_CM5"
"15293","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15294","AMP_5GP_CMP_IMP_PCG_XMP"
"15295","PLP_PMP_PLR"
"15296","NAD_NAP"
"15297","EPE"
"15298","CA"
"15299","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15300","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15301","CIT_FLC_NCD"
"15302","EDO_BME_ETA"
"15303","HEM"
"15304","HEM"
"15305","ZN"
"15306","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15307","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15308","CA"
"15309","HEM"
"15310","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"15311","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15312","MG"
"15313","MN"
"15314","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15315","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15316","CA"
"15317","NAG_NDG_A2G_NGA_MAG"
"15318","NAG_NDG_A2G_NGA_MAG"
"15319","NAG_NDG_A2G_NGA_MAG"
"15320","FAD_FDA"
"15321","MLI_MLA_IVA_ASJ"
"15322","NAG_NDG_A2G_NGA_MAG"
"15323","NAG_NDG_A2G_NGA_MAG"
"15324","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15325","NAG_NDG_A2G_NGA_MAG"
"15326","TPO"
"15327","EDO_BME_ETA"
"15328","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15329","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15330","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15331","CA"
"15332","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"15333","NAG_NDG_A2G_NGA_MAG"
"15334","NAG_NDG_A2G_NGA_MAG"
"15335","NAG_NDG_A2G_NGA_MAG"
"15336","ZN"
"15337","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15338","BCL_BPH_BPB_PHO"
"15339","NAG_NDG_A2G_NGA_MAG"
"15340","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15341","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15342","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15343","HEM"
"15344","NAG_NDG_A2G_NGA_MAG"
"15345","NAG_NDG_A2G_NGA_MAG"
"15346","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15347","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15348","PEG_DEP"
"15349","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15350","CA"
"15351","NAD_NAP"
"15352","EDO_BME_ETA"
"15353","NAG_NDG_A2G_NGA_MAG"
"15354","LLP"
"15355","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15356","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15357","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15358","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15359","SEP"
"15360","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15361","NAG_NDG_A2G_NGA_MAG"
"15362","NAG_NDG_A2G_NGA_MAG"
"15363","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15364","CA"
"15365","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15366","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15367","ZN"
"15368","HYP"
"15369","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15370","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15371","TPO"
"15372","ZN"
"15373","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15374","SF4_F3S"
"15375","DHE"
"15376","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15377","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15378","NAG_NDG_A2G_NGA_MAG"
"15379","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15380","NAG_NDG_A2G_NGA_MAG"
"15381","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15382","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15383","FAD_FDA"
"15384","CA"
"15385","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15386","NAG_NDG_A2G_NGA_MAG"
"15387","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15388","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15389","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15390","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15391","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15392","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15393","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15394","NAG_NDG_A2G_NGA_MAG"
"15395","NAG_NDG_A2G_NGA_MAG"
"15396","NAG_NDG_A2G_NGA_MAG"
"15397","NAG_NDG_A2G_NGA_MAG"
"15398","EDO_BME_ETA"
"15399","ZN"
"15400","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15401","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15402","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15403","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15404","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15405","FAD_FDA"
"15406","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15407","NDP_NAI"
"15408","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15409","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15410","TTP_DCP_CTP_TYD_DUP_UTP_CDP_0KX_D3T_DUD"
"15411","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15412","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15413","FMN_RBF"
"15414","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15415","FAD_FDA"
"15416","PEG_DEP"
"15417","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15418","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15419","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15420","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15421","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15422","SAH"
"15423","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15424","HEM"
"15425","NAG_NDG_A2G_NGA_MAG"
"15426","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15427","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15428","PLP_PMP_PLR"
"15429","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15430","PCA"
"15431","NAG_NDG_A2G_NGA_MAG"
"15432","NAG_NDG_A2G_NGA_MAG"
"15433","HEM"
"15434","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15435","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15436","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15437","ZN"
"15438","MG"
"15439","BCL_BPH_BPB_PHO"
"15440","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15441","NAG_NDG_A2G_NGA_MAG"
"15442","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15443","MG"
"15444","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15445","CSD"
"15446","HEM"
"15447","NAG_NDG_A2G_NGA_MAG"
"15448","NAG_NDG_A2G_NGA_MAG"
"15449","ALY"
"15450","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15451","HEM"
"15452","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15453","PCA"
"15454","HEM"
"15455","NAG_NDG_A2G_NGA_MAG"
"15456","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15457","NAG_NDG_A2G_NGA_MAG"
"15458","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15459","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15460","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15461","CIT_FLC_NCD"
"15462","CIT_FLC_NCD"
"15463","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15464","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15465","ZN"
"15466","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15467","CL"
"15468","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15469","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15470","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15471","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15472","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15473","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15474","FAD_FDA"
"15475","NAG_NDG_A2G_NGA_MAG"
"15476","AMP_5GP_CMP_IMP_PCG_XMP"
"15477","SUC"
"15478","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15479","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15480","LMT_DMU_MA4_UMQ_LMU_CM5"
"15481","HEM"
"15482","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15483","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15484","NAG_NDG_A2G_NGA_MAG"
"15485","MG"
"15486","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15487","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15488","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15489","CIT_FLC_NCD"
"15490","EDO_BME_ETA"
"15491","FAD_FDA"
"15492","NAG_NDG_A2G_NGA_MAG"
"15493","NAG_NDG_A2G_NGA_MAG"
"15494","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15495","NAG_NDG_A2G_NGA_MAG"
"15496","HEM"
"15497","CD"
"15498","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15499","FAD_FDA"
"15500","NAG_NDG_A2G_NGA_MAG"
"15501","MG"
"15502","ZN"
"15503","NAG_NDG_A2G_NGA_MAG"
"15504","LLP"
"15505","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15506","EDO_BME_ETA"
"15507","NAG_NDG_A2G_NGA_MAG"
"15508","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15509","CA"
"15510","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15511","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"15512","FAD_FDA"
"15513","HEM"
"15514","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15515","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15516","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15517","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15518","NAG_NDG_A2G_NGA_MAG"
"15519","MG"
"15520","CA"
"15521","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"15522","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15523","CIT_FLC_NCD"
"15524","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15525","CA"
"15526","NAG_NDG_A2G_NGA_MAG"
"15527","FAD_FDA"
"15528","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15529","PLP_PMP_PLR"
"15530","MG"
"15531","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15532","NAG_NDG_A2G_NGA_MAG"
"15533","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15534","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15535","CIT_FLC_NCD"
"15536","HEM"
"15537","CD"
"15538","NAG_NDG_A2G_NGA_MAG"
"15539","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15540","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15541","NAG_NDG_A2G_NGA_MAG"
